siteID,sitename,siteNumInCensus,year,established,ts_length,cov_hours,cov_visits,cov_times,cov_notes,area,richness,territories,terr_notes,weather
241,MATURE ASPEN FOREST WITH,181992.0,1992.0,1990.0,3,24.7,8,," (8 sunrise); 24, 26, 27, 28, 30 June; 4, 7, 11 July. Maximum number of observers/ visit, 4.",10.0,23.0,93.0,372/40 ha,"Mean start temp, 10.0°C (range 4-16°C). Cool and rainy, unseasonably wet."
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,191992.0,1992.0,1989.0,4,25.0,12,," (12 sunrise); 30 April; 1, 5, 7, 11, 13, 14, 16, 19, 20, 23, 27 May.",10.0,38.0,162.0,648/40 ha,"Mean start temp., 17.1°C (range 10-22°C). Dry almost entire study period. Rainfall 33 cm below normal for Jan. through May."
150,FLOODPLAIN FOREST,201992.0,1992.0,1977.0,16,22.2,11,," (5 sunrise); 27, 28 April; 2, 10, 12, 14, 21, 23, 25 May; 2, 6 June.",12.6,36.0,119.5,379/40 ha,Start temps. (range 10-17°C).
101,MIXED DECIDUOUS FOREST,211992.0,1992.0,1976.0,17,21.0,11,," (8 sunrise); 27 April; 2, 10, 12, 14, 18, 21, 23, 25 May; 2, 6 June.",12.6,26.0,87.5,278/40 ha,Start temps. (range 10-18°C).
242,MATURE BEECH-MAPLE FOREST ON,221992.0,1992.0,1989.0,2,10.0,10,," (2 sunrise, 4 sunset); 6, 9, 10, 12, 13, 17, 22, 24, 25 June.",16.2,25.0,95.0,235/40 ha,"Mean start temp., 17.0°C (range 12-25°C)."
192,MATURE URBAN DECIDUOUS FOREST I,231992.0,1992.0,1987.0,6,23.9,10,,"; 16 April; 4, 15, 22, 28, 29 May; 10, 23, 26 June; 8 July.",10.1,17.0,62.0,246/40 ha,"Mean start temp., 17.1°C (range 13-24°C). April was 1.1°C below normal, May was 08°C below normal, and June was 06°C below normal. The average temperature for these months was O.8°C below the mean. Precipitation in April was 5.1 cm below normal, in May it was 0.6 cm above normal, and in June it was 3.9 cm above normal. Average precipitation for these months was 0.5 cm below normal. Source: National Weather Service."
193,MATURE URBAN DECIDUOUS FOREST II,241992.0,1992.0,1991.0,2,39.0,12,," (12 sunrise); 17, 21, 24, 28 May; 4, 12, 14, 18, 21, 23, 25, 29 June.",10.0,26.0,75.0,300/40 ha,"Mean start temp., 14.4°C (range 8-19°C)."
195,URBAN DECIDUOUS WETLAND WITH STREAM,251992.0,1992.0,1991.0,2,17.7,10,," (10 sunrise); 12, 14, 19, 21, 26, 30 May; 2, 4, 10, 18 June.",10.0,17.0,38.0,152/40 ha,"Mean start temp, 12.3°C (range 9-19°C). Conditions throughout the study period were generally clear, cool, and calm."
243,YOUNG WHITE ASH-RED MAPLE FOREST ON,261992.0,1992.0,1986.0,7,10.0,10,," (3 sunrise, 3 sunset); 9, 10, 11, 12, 13, 14, 16, 19, 22, 24 June.",16.2,27.0,68.0,168/40 ha,"Mean start temp., 14.6°C (range 10-22°C)."
196,MATURE BROADLEAF FOREST,271992.0,1992.0,1991.0,2,26.2,10,," (10 sunrise); 23, 25, 31 May; 6, 13, 20, 27, 28 June; 11, 12 July.",16.0,25.0,92.5,231/40 ha,"Mean start temp., 14.9°C (range 5-21°C). Much cooler than last year when mean start temp. was 21.6°C."
103,RIPARIAN DECIDUOUS FOREST,281992.0,1992.0,1989.0,4,24.9,9,," (3 sunrise); 6, 23 May; 1, 7, 14, 28 June; 4, 11, 14 July.",18.0,36.0,140.5,312/40 ha,"Mean start temp., 17.6°C (range 6-26°C). Cooler than normal throughout the study period. Precipitation was normal in May, below normal in June, and above normal in july. Source: US. Weather Bureau, Toledo Express Airport."
197,DRY COTTONWOOD SAND DUNE,291992.0,1992.0,1973.0,4,42.3,14,," (12 sunrise, 2 sunset); 27 May; 1, 2, 4, 8, 11, 13, 16, 22, 23, 25, 27, 28 June.",10.0,10.0,22.5,90/40 ha,"Mean start temp., 142°C (range 8-22°C)."
198,RED ASH-RED OAK SAVANNAH,301992.0,1992.0,1991.0,2,38.3,13,," (10 sunrise, 2 sunset); 27, 31 May; 2, 4, 6, 8, 11, 13, 17, 23, 26, 27 june.",10.3,23.0,89.0,346/40 ha,"Mean start temp., 14.5°C (range 10-18°C). Light rain during 31 May visit."
199,RED OAK-IRONWOOD SAVANNAH,311992.0,1992.0,1979.0,3,52.0,14,," (7 sunrise, 2 sunset); 28 May; 1, 2, 3, 5, 8, 12, 13, 16, 22, 25, 26, 27, 30 June.",12.0,25.0,152.5,508/40 ha,"Mean start temp., 14.4°C (range 8-18°C)."
13,OAK-MAPLE RIDGE-TOP FOREST,321992.0,1992.0,1982.0,11,25.8,12,," (11 sunrise); 28 April; 6, 22, 23, 29, 30 May; 8, 13, 24, 30 June; 9, 14 July.",19.3,17.0,40.0,83/40 ha,"Mean start temp., 13.4°C (range 2-22°C)."
12,OAK-MAPLE SLOPE FOREST,331992.0,1992.0,1982.0,11,32.1,13,," (13 sunrise); 29 April; 13, 20, 23, 30 May; 2, 3, 10, 13, 17, 18, 23 June; 8 July.",16.9,22.0,46.5,110/40 ha,"Mean start temp., 119°C (range 2-22°C)."
203,SUBURBAN DECIDUOUS WOODLOT,341992.0,1992.0,1991.0,2,20.8,8,," (8 sunrise); 19, 22, 28, 29 May; 2, 3, 10, 26 June.",10.0,25.0,106.0,424/40 ha,"Mean start temp., 14.5°C (range 13-19°C)."
152,UPLAND OAK-RED MAPLE FOREST,351992.0,1992.0,1990.0,3,18.7,10,," (9 sunrise, 1 sunset); 29 May; 8, 16, 19, 22, 29 June; 7, 8, 11, 22 July.",10.1,24.0,85.0,337/40 ha,"Mean start temp., 167°C (range 9-24°C). May mean temperature (131°C) was near normal (13.2°C). June mean temperature (179°C) was near normal (182°C). July mean temperature (201°C) was slightly cooler than normal (212°C). May precipitation (2.6 cm) was below normal (10.5 cm). June precipitation (9.4 cm) was above normal (7.4 cm). July precipitation (8.1 cm) was near normal (7.6 cm). Source: University of Rhode Island weather station, Kingston, RI."
244,BOTTOMLAND HARDWOOD FOREST,361992.0,1992.0,1992.0,1,31.3,9,," (7 sunrise, 2 sunset); 7, 13, 20, 26, 28 May; 4, 9, 10, 14 June.",12.2,25.0,75.5,248/40 ha,"Mean start temp, 198°C (range 1126°C). The mean high temperature for May was 27.5°C and the mean low was 16.1°C (range 9-36°C). The mean daily temperature was 21.8°C, 0.7°C below the normal daily average of 225°C. Precipitation in May was 8.0 cm, 5.4 cm below the average of 13.4 cm. Although the rain total was lower than normal, there were 15 days in May with at least some measurable precipitation."
245,HARDWOOD SWAMP FOREST,371992.0,1992.0,1979.0,5,19.3,9,,"; 1, 11, 15, 19, 20, 26 May; 3, 8 June.",8.1,21.0,134.5,664/40 ha,"Temperatures ranged from 7°C to 34°C, with a 2-month average of 22°C. There were no significant winds or rain."
246,UPLAND HARDWOOD FOREST,381992.0,1992.0,1992.0,1,25.3,8,," (6 sunrise, 2 sunset); 5, 6, 12, 18 May; 3, 8, 10 June.",12.2,26.0,72.0,236/40 ha,"Mean start temp., 19.1°C (range 9-30°C). The mean high temperature for May was 275°C and the mean low was 16.1°C (range 9-36°C). The mean daily temperature was 218°C, D.7°C below the normal daily average of 225°C. Precipitation in May was 8.0 cm, 5.4 cm below the average of 13.4 cm. Although the rain total was lower than normal, there were 15 days in May with at least some measurable precipitation."
247,MATURE MAPLE-BEECH-BIRCH FOREST,391992.0,1992.0,1992.0,1,33.7,13,," (9 sunrise, 4 sunset); 2, 3, 20 May; 9, 10, 11, 15, 16, 17 June; 13, 14 July.",10.2,21.0,88.0,345/40 ha,"Mean start temp., 16.5°C (range 10-24°C). There was heavy rainfall during the early part of the nesting season."
153,MESOPHYTIC FOREST I,401992.0,1992.0,1987.0,6,12.8,11,," (9 sunrise, 2 sunset); 24, 25, 26, 27, 28 May; 1, 2, 3, 6, 7, 11 June.",6.1,19.0,61.0,400/40 ha,"Mean start temp., 13.4°C (range 9-23°C). Temperatures were below average and precipitation was above average for the study period."
16,MESOPHYTIC FOREST II,411992.0,1992.0,1983.0,7,12.4,11,," (9 sunrise, 2 sunset); 24, 25, 26, 27, 28 May; 1, 2, 3, 6, 7, 11 June.",6.1,17.0,62.0,407/40 ha,"Mean start temp, 13.4°C (range 9-21°C). Temperatures were below average and precipitation was above average for the study period."
248,OAK-MAPLE FOREST,421992.0,1992.0,1992.0,1,21.8,9,," (9 sunrise); 23, 26, 27, 29 June.",10.0,15.0,31.0,124/40 ha,"Mean start temp., 123°C (range 9-13°C). It was wet, cool, and occasionally breezy during the study period."
249,OLD-GROWT H MIXED CONIFEROUS-RED FIR,431992.0,1992.0,1985.0,8,125.6,24,," (24 sunrise); 18, 19, 21, 22, 27, 28 May; 1, 2, 4, 5, 9, 10, 12, 15, 17, 18 June.",42.3,26.0,221.0,209/40 ha,"Mean start temp., 8.7°C (range 2-15°C). Conditions were generally fair with no census days lost to rain."
250,OLD-GROWTH SUBALPINE SPRUCE-FIR FOREST,441992.0,1992.0,1987.0,3,15.5,8,," (6 sunrise); 18, 24 May; 7, 15, 28 June; 3, 12, 23 July.",15.0,18.0,50.0,133/40 ha,"Mean start temp., 95°C (range 3-13°C). The count period was cooler and more windy than normal. Source: monthly weather summary in local newspaper (Nederlana' Mountain Ear)."
251,PONDEROSA PINE FOREST,451992.0,1992.0,1954.0,27,22.4,11,," (9 sunrise); 11, 17, 24 April; 1, 7, 14, 21, 27 May; 4, 11, 25 June.",8.1,18.0,35.5,175/40 ha,"Mean start temp., 135°C (range 4-20°C). May and June were slightly drier than normal. May was slightly warmer than normal. June was slightly cooler. Source: local newspaper weather log. There was light rain during one visit."
252,CEDAR FOREST,461992.0,1992.0,1992.0,1,22.7,10,," (5 sunrise, 5 sunset); 7, 8, 9, 10, 17, 18, 19 June.",12.3,21.0,32.5,106/40 ha,"Mean start temp., 175°C (range 12-25°C)."
253,OLD-GROWTH FOREST,471992.0,1992.0,1992.0,1,25.5,9,," (7 sunrise, 2 sunset); 1, 2, 3, 4, 16, 19, 20, 25 June.",11.3,14.0,21.5,76/40 ha,"Mean start temp., 15.5°C (range 9-27°C)."
254,RIPARIAN FOREST,481992.0,1992.0,1991.0,2,20.8,10,," (9 sunrise, 1 sunset); 6, 11, 18, 19, 27, 28, 29 May; 5, 16, 17 june.",10.3,27.0,58.0,225/40 ha,"Mean start temp, 10.2°C (range 4-19°C). Drought conditions with standing water on plot down significantly from 1991."
117,HEAVILY THINNED WHITE SPRUCE PLANTATION,491992.0,1992.0,1985.0,8,34.5,14,," (9 sunrise, 1 sunset); 9, 15, 20, 22, 29, 31 May; 3, 6, 11, 16, 19, 27, 29, 30 June. Maximum number of observers / visit, 10.",4.1,26.0,43.0,420/ 40 ha,"Mean start temp., 11.8""C (range 7-17°C). May and June temperatures were at long-term averages. Precipitation in May was 36% of the long-term average but it was above average in June. Source: The Guillemot, newsletter of the Sorrento Scientific Society, Bar Harbor, ME."
155,MATURE RED SPRUCE FOREST,501992.0,1992.0,1989.0,4,23.8,8,," (8 sunrise); 27 May; 3, 10, 13, 20, 28 June; 7, 10 July.",16.0,25.0,67.0,168/40 ha,"Mean start temp, 11.0°C (range 0-18°C). Conditions during the sixweek study period were cooler and much wetter than long-term averages. The average daily temperature was 145°C or 12°C below normal. Total precipitation was 24.7 cm or 11.2 cm and 80% above normal. Source: Northeast Regional Climate Center, Cornell University, and on-site instruments."
36,JACK PINE FOREST,511992.0,1992.0,1985.0,8,16.6,8,, (8 sunrise); 17 June-30 June.,16.0,12.0,38.0,95/40 ha,"Mean start temp., 6°C. One visit was windy (Beaufort 3 or 4)."
39,UPLAND CHRISTMAS TREE FARM,521992.0,1992.0,1983.0,10,20.8,11,," (1 sunset); 15 April; 3, 9, 16, 25 June; 2, 10, 22, 30 July; 10, 26 August.",10.7,21.0,65.0,243/40 ha,"Mean start temp., 194°C (range 15-27°C). The average daily temperatures in May (12.07°C), June (15.61°C), and July (17.22°C) were within the normal range. There were hard freezes on 11 and 16 May and a near freeze on 24 May. Precipitation totals for May (7.77 cm) and June (4.37 cm) were near their 57-yr averages, but July was one of the wettest Julys on record (20.90 cm). Source: Alfred Cooperative Weather Station."
37,UPLAND SCOTCH PINE PLANTATION,531992.0,1992.0,1969.0,24,10.3,9,," (3 sunset); 6 April; 2, 8, 15, 23, 30 June; 7, 17, 28 July.",9.3,24.0,48.0,206/40 ha,"Mean start temp., 17.9°C (range 13-23°C). See BBC #52."
209,TAMARACK SLOUGH,541992.0,1992.0,1973.0,5,61.9,16,," (12 sunrise, 2 sunset); 28, 31 May; 1, 2, 3, 5, 6, 12, 13, 16, 18, 22, 23, 25, 28, 30 June.",8.8,33.0,101.0,459/ 40 ha,"Mean start temp, 132°C (range 848°C)."
157,MATURE WHITE PINE FOREST,551992.0,1992.0,1990.0,3,20.6,12,," (12 sunrise); 10, 17, 20, 21, 24, 28, 29 May; 3, 10, 13, 14, 16 June.",10.1,22.0,85.0,337/40 ha,"Mean start temp., 7.9°C (range 0-14°C). Light rain during one visit. l\/Iay mean temperature (131°C) was near normal (132°C). June mean temperature (179°C) was near normal (182°C). May precipitation (2.6 cm) was below normal (10.5 cm). June precipitation (9.4 cm) was above normal (7.4 cm). Source: University of Rhode Island weather station, Kingston, RI."
255,LOBLOLLY PINE PLANTATION,561992.0,1992.0,1992.0,1,22.4,8,," (6 sunrise, 2 sunset); 7, 13, 20, 28 May; 4, 8, 9 June.",12.2,19.0,44.0,144/40 ha,"Mean start temp., 200°C (range 10-28°C). The mean high temperature for May was 27.5°C and the mean low was 16.1°C (range 9-36°C). The mean daily temperature was 21.8°C, 0.7°C below the normal daily average of 225°C. Precipitation in May was 8.0 cm, 5.4 cm below the average of 13.4 cm. Although the rain total was lower than normal, there were 15 days in May with at least some measurable precipitation."
256,LONGLEAF PINE FOREST,571992.0,1992.0,1992.0,1,22.1,8,," (6 sunrise, 2 sunset); 5, 6, 12, 18 May; 3, 8, 10 June.",12.2,26.0,59.0,193/40 ha,"Mean start temp., 19.7°C (range 9-32°C). The mean high temperature for May was 275°C and the mean low was 16.1°C (range 9-36°C). The mean daily temperature was 21.8°C, 0.7°C below the normal daily average of 225°C. Precipitation in May was 8.0 cm, 5.4 cm below the average of 13.4 cm. Although the rain total was lower than normal, there were 15 days in May with at least some measurable precipitation."
257,HIGH ALTITUDE RED SPRUCE FOREST,581992.0,1992.0,1992.0,1,33.9,9,,"; 1, 12, 15, 18, 22, 23, 26 June; 2, 10 July.",9.9,13.0,40.0,162/40 ha,"Mean start temp., 11.1°C (range 6-18°C). Temperatures were below normal throughout the study period, and the first two weeks of June were very rainy. Weather on the mountain is vastly different than the surrounding low-lying areas. The site is often windy, which afi'ects detectability of birds."
118,PINYON-JUNIPER WOODLAND,591992.0,1992.0,1983.0,10,28.5,9,," (8 sunrise); 1, 8, 15, 22, 29 April; 6, 13, 20, 27 May. Maximum number of observers/visit, 3.",31.3,14.0,24.0,31/40 ha,"Mean start temp., 11.3°C (range 716°C). The mean temperature was 5.3°C warmer than last year, but normal for the time of year. On seven visits the winds increased from calm to a level that nearly prevented completion of the survey."
20,GRAZED OAK-PINE WOODLAND,601992.0,1992.0,1985.0,8,122.6,24,," (24 sunrise); 23, 24, 26, 27 March; 1, 2, 6, 7, 10, 13, 16, 17, 21, 22, 24, 27 April.",29.7,24.0,120.5,162/40 ha,"Mean start temp., 11.1°C (range 5-17°C). It was a generally mild, cool spring with no census days lost to rain. The streams, ponds, and wet meadows contained water during the breeding season due to heavy rains in January and February."
19,UNGRAZED OAK-PINE WOODLAND,611992.0,1992.0,1985.0,8,127.0,24,," (24 sunrise); 23, 24, 26, 27 March; 1, 2, 6, 7, 10, 13, 16, 17, 21, 22, 24, 27 April.",297.0,29.0,112.0,151/40 ha,"Mean start temp, 105°C (range 6-16°C). It was a generally mild, cool spring with no census days lost to rain. The streams, ponds, and wet meadows contained water during the breeding season due to heavy rains in January and February."
159,PONDEROSA PINE-SCRUB OAK FOREST,621992.0,1992.0,1980.0,12,12.3,11,," (11 sunrise); 19, 21, 29, 30 May; 2, 5, 7, 13, 15, 18, 20 June. Maximum number of observers/visit, 3.",12.0,18.0,87.0,290/40 ha,"Mean start temp., 8.1°C (range 4-11°C). Overall, the year was wet and cool. Five measurable rainfall events occurred during the study period."
109,CLIMAX HEMLOCK-WHITE PINE FOREST WITH,631992.0,1992.0,1965.0,26,14.3,9,," (2 sunrise, 2 sunset); 19, 20, 27 May; 3, 10, 16, 17 June.",10.5,43.0,106.5,406/40 ha,"Mean start temp., 173°C (range 13-22°C). The average minimum and maximum temperatures at our weather station in both May (6°C, 21°C) and June (10°C, 24°C) were below our 8-yr averages and well below last year's exceptionally high figures. Precipitation in May (5.2 cm) was below average, but in June (19.1 cm) it was above average."
258,MATURE BROADLEAF-CONIFEROUS,641992.0,1992.0,1991.0,2,29.5,10,," (10 sunrise); 2, 7, 9, 15, 20, 23, 25 May; 3, 9, 14 June.",21.5,40.0,168.5,313/40 ha,"Mean start temp., 11.6°C (range 6-18°C). The overall temperature for the study period was very close to normal. May was about 0.6°C below normal and early June was about 0.6°C above normal. May precipitation (8.1 cm) was 94% of normal (8.6 cm). June precipitation (14.6 cm) was 176% of normal (8.3 cm). Most of June's precipitation (11.0 cm) came during the first 14 days (during the study period); one large storm occurred on 5 and 6 June, dropping 8.8 cm of rain. Source: Bradley Field weather service, Windsor Locks, CT."
212,OAK-HEMLOCK FOREST,651992.0,1992.0,1953.0,22,25.4,20,," (20 sunrise); 15, 25, 27, 29 May; 2, 4, 5, 10, 13, 14, 19, 20, 26 June; 3, 7 July. Each visit covered half of the plot, giving 10 complete coverages.",23.1,37.0,109.5,190/40 ha,"Mean start temp., 140°C (range 7-24°C). Temperatures were considerably lower than normal."
110,UPLAND OAK AND HEMLOCK FOREST,661992.0,1992.0,1989.0,4,12.7,8,," (8 sunrise); 23, 29 May; 3, 10, 12, 16, 18, 19 june.",10.5,21.0,116.0,442/40 ha,"Mean start temp., 11.2°C (range 7-16°C). Mean start temp. was much cooler than three previous censuses. Rainfall of 20 cm for May and June was close to the average of 22.6 cm for the three previous censuses."
108,YOUNG MIXED HARDWOOD-CONIFER STAND,671992.0,1992.0,1978.0,15,13.0,7,," (1 sunrise, 3 sunset); 19, 20, 27 May; 3, 9, 15, 16 June.",8.5,49.0,111.0,522/40 ha,"Mean start temp, 194°C (range 13-23°C). The average minimum and maximum temperatures at our weather station in both May (6°C, 21°C) and June (10°C, 24°C) were below our 8-yr averages and well below last year's exceptionally high figures. Precipitation in May (5.2 cm) was below average, but in june (19.1 cm) it was above average."
163,TAMARACK BOG AND HARDWOOD,681992.0,1992.0,1976.0,17,8.0,8,," (8 sunrise); 30, 31 May; 6, 7, 13, 14, 20, 21 June.",8.5,15.0,21.0,99/40 ha,"Mean start temp., 143°C (range 13~16°C)."
259,MATURE RED PINE FOREST WITH,691992.0,1992.0,1990.0,3,38.0,8,," (7 sunrise, 1 sunset); 23, 26, 29, 30 June; 3, 5, 7, 11 July. Maximum number of observers/visit, 4.",10.0,17.0,105.0,420/40 ha,"Mean start temp., 13.4°C (range 7-24°C). Unusually rainy and cool."
260,YOUNG ASPEN FOREST WITH,701992.0,1992.0,1990.0,3,29.8,8,," (7 sunrise, 1 sunset); 23, 26, 30 June; 3, 5, 10, 12, 14 July. Maximum number of observers/visit, 4.",10.0,26.0,131.0,524/40 ha,"Mean start temp., 113°C (range 4-20°C). It was colder and more rainy than normal."
38,UPLAND MIXED PINE-SPRUCE-HARDWOOD,711992.0,1992.0,1974.0,19,16.3,9,," (1 sunrise, 1 sunset); 11 April; 16 May; 1, 7, 14, 22, 29 June; 7, 20 July.",16.6,30.0,81.0,195/40 ha,"Mean start temp., 169°C (range 12-20°C). See BBC #52."
221,HARDWOOD FOREST WITH SCATTERED PINE,721992.0,1992.0,1991.0,2,12.8,9,," (9 sunrise); 18, 21, 26, 29 May; 2, 10, 16, 20 June; 5 July.",19.2,31.0,100.5,209/40 ha,"Mean start temp., 9.8°C (range 3-16°C)."
26,MIXED OAK-PINE FOREST I,731992.0,1992.0,1977.0,13,27.8,10,," (10 sunrise); 24 April; 8, 14, 20 May; 2, 10, 16, 26 June; 8, 30 July.",6.0,33.0,56.0,373/ 40 ha,"Mean start temp., 125°C (range 9-17°C). Although the nearest airport weather data do not support mm, It was cooler and wetter than normal In June and July. Kaln ended the 8 May VlSlt."
261,MIXED OAK-PINE FOREST II,741992.0,1992.0,1977.0,13,32.5,9,," (9 sunrise); 27 April; 13, 19, 30 May; 4, 11, 22 June; 7, 28 july.",11.1,37.0,86.0,310/40 ha,"Mean start temp., 10.8°C (range 7-15°C). Although the nearest airport weather data do not support this, it was cooler and wetter than normal in June and July. Fog during one visit."
222,MATURE UPLAND OAK-BEECH-WHITE PINE FOREST,751992.0,1992.0,1991.0,2,21.9,8,," (8 sunrise); 3, 9, 11, 16, 17, 20, 23 June; 1 July.",10.2,25.0,82.5,324/ 40 ha,"Mean start temp., 124°C (range 7-17°C). June mean temperature (179°C) was near normal (182°C). July mean temperature (201°C) was slightly cooler than normal (212°C). June precipitation (9.4 cm) was above normal (7.4 cm). July precipitation (8.1 cm) was near normal (7.6 cm). Source: University of Rhode Island weather station, Kingston, RI."
262,TUPELO-CYPRESS SWAMP,761992.0,1992.0,1992.0,1,29.9,8,," (6 sunrise, 2 sunset); 14, 18, 19 May; 2, 4, 5, 9, 11 June.",11.0,24.0,67.5,245/40 ha,"Mean start temp., 199°C (range 1426°C). The mean high temperature for May was 27.5°C and the mean low was 16.1°C (range 9-36°C). The mean daily temperature was 21.8°C, 0.7°C below the normal daily average of 225°C. Precipitation in May was 8.0 cm, 5.4 cm below the average of 13.4 cm. Although the rain total was lower than normal, there were 15 days in May with at least some measurable precipitation."
263,MATURE DECIDUOUS-CONIFEROUS FOREST WITH,771992.0,1992.0,1991.0,2,18.6,12,," (12 sunrise); 22, 27 April; 4, 31 May; 1, 2, 5, 6, 7, 8 June; 8, 11 July.",10.2,44.0,39.5,155/ 40 ha,"Mean start temp., 143°C (range 10-20°C). April and May were drier and cooler than average; June and July were wetter and cooler than average."
29,HEMLOCK-WHITE PINE-MIXED HARDWOOD FOREST,781992.0,1992.0,1979.0,7,9.3,8,," (8 sunrise); 20, 23 May; 1, 8, 11, 13, 18, 27 June.",6.1,12.0,32.0,210/40 ha,"Mean start temp., 127°C (range 8-19°C). Temperatures during most of the count period were cooler than normal. There were extended periods of wet weather from late May to early June."
80,SUBURBAN CEMETERY,791992.0,1992.0,1978.0,13,20.0,20,," (14 sunrise); 21, 28 March; 16, 17, 21, 30 April; 2, 5, 13, 18, 22, 27 May; 3, 9, 15, 20, 27, 30 June; 9, 20 July.",15.0,21.0,74.0,197/40 ha,"Mean start temp., 172°C (range 9-23°C). Annual temperature was very close to average (+0.1°C as of 21 July), but two cold spells and several hot ones gave the impression of very little spring. As of 31 May, Birmingham had a rainfall deficiency of 29.0 em, but by 21 July the deficiency was 22.1 cm."
